latitude,longitude,altitude,geometry,gestore,comune_ok,indirizzo,id
40.822694444,16.421722222,,Point,Telecom Italia S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Via Vittorio Alfieri c/o C.le Telecom n.d.,1
40.822694444,16.421722222,,Point,Linkem,Gravina in Puglia,Gravina in Puglia ---- Via Vittorio Alfieri c/o C.le Telecom n.d.,2
40.822694444,16.421722222,,Point,Vodafone Italia S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Via Vittorio Alfieri c/o C.le Telecom n.d.,3
40.826888888,16.536277777,,Point,Vodafone Italia S.p.A.,Altamura,Altamura ---- Via del Noce 10,4
40.826888888,16.536277777,,Point,Wind Tre s.p.a.,Altamura,Altamura ---- Via del Noce 10,5
41.125027777,16.860361111,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Crispi 6,6
41.125027777,16.860361111,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Crispi 6,7
41.126263888,16.860852777,,Point,Wind Tre s.p.a.,Bari,Bari ---- Piazza Garibaldi 6,8
40.826638888,16.411416666,,Point,Wind Tre s.p.a.,Gravina in Puglia,Gravina in Puglia ---- Strada Comunale Zona Fiera n.d.,9
40.826638888,16.411416666,,Point,Iliad Italia s.p.a,Gravina in Puglia,Gravina in Puglia ---- Strada Comunale Zona Fiera n.d.,10
40.919638888,16.258277777,,Point,Telecom Italia S.p.A.,Poggiorsini,Poggiorsini ---- Strada Provinciale 10 c/o Colonna Martia Pacis n.d.,11
41.18175,16.662138888,,Point,Telecom Italia S.p.A.,Giovinazzo,Giovinazzo ---- Contrada S. Antonio n.d.,12
41.18175,16.662138888,,Point,Vodafone Italia S.p.A.,Giovinazzo,Giovinazzo ---- Contrada S. Antonio n.d.,13
40.796944444,16.703416666,,Point,Telecom Italia S.p.A.,Santeramo in Colle,Santeramo in Colle ---- Contrada La Guardiola n.d.,14
40.796944444,16.703416666,,Point,Telenorba s.p.a.,Santeramo in Colle,Santeramo in Colle ---- Contrada La Guardiola n.d.,15
40.796944444,16.703416666,,Point,SETTE GOLD SRL UNIPERSONALE,Santeramo in Colle,Santeramo in Colle ---- Contrada La Guardiola n.d.,16
40.796944444,16.703416666,,Point,DELTA TV SRL,Santeramo in Colle,Santeramo in Colle ---- Contrada La Guardiola n.d.,17
41.050075,16.721055555,,Point,Telecom Italia S.p.A.,Palo del Colle,Palo del Colle ---- Strada Comunale Vecchia per Bitetto n.d.,18
41.050075,16.721055555,,Point,Vodafone Italia S.p.A.,Palo del Colle,Palo del Colle ---- Strada Comunale Vecchia per Bitetto n.d.,19
41.050075,16.721055555,,Point,Iliad Italia s.p.a,Palo del Colle,Palo del Colle ---- Strada Comunale Vecchia per Bitetto n.d.,20
41.037283333,16.744997222,,Point,Vodafone Italia S.p.A.,Bitetto,Bitetto ---- Via C. Goldoni 13 c/o Centrale Telecom,21
41.037283333,16.744997222,,Point,Telecom Italia S.p.A.,Bitetto,Bitetto ---- Via C. Goldoni 13 c/o Centrale Telecom,22
41.037283333,16.744997222,,Point,Wind Tre s.p.a.,Bitetto,Bitetto ---- Via C. Goldoni 13 c/o Centrale Telecom,23
41.133405555,16.823722222,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via S. Girolamo II trav. n.d.,24
41.136125,16.8401,,Point,Linkem,Bari,Bari ---- Via Lepanto c/o Fiera del Levante n.d.,25
41.046919444,16.843747222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Strada Comunale Cisterna di Terrarossa snc. (WINDTRE),26
41.127236111,16.854555555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Napoli 231,27
41.127236111,16.854555555,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Napoli 231,28
41.101777777,16.855416666,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via C. Rosalba c/o Centrale Telecom n.d.,29
41.125475,16.859827777,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Trevisani c/o Autosilo snc,30
41.103611111,16.862694444,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via S. Lioce n.d. c/o Autosilo,31
41.078083333,16.86675,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - Via Loquercio (della Quercia) 38,32
41.078083333,16.86675,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Carbonara - Via Loquercio (della Quercia) 38,33
41.078083333,16.86675,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - Via Loquercio (della Quercia) 38,34
41.063027777,16.868841666,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Corso Ceglie del Campo - C.so Umberto I 145,35
41.113752777,16.881861111,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Amendola 114 c/o Autosilo SuperAmendola,36
41.113752777,16.881861111,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Amendola 114 c/o Autosilo SuperAmendola,37
41.094083333,16.885083333,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Conte Giusso 13/E,38
41.094083333,16.885083333,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Conte Giusso 13/E,39
41.094083333,16.885083333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Conte Giusso 13/E,40
41.114361111,16.886277777,,Point,Telecom Italia S.p.A.,Bari,"Bari ---- Via Caldarola 18, c/o Centrale Telecom",41
41.114361111,16.886277777,,Point,Vodafone Italia S.p.A.,Bari,"Bari ---- Via Caldarola 18, c/o Centrale Telecom",42
41.164694444,16.744666666,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Santo Spirito - Via Dalmazia n.d. c/o Centrale Telecom,43
41.164694444,16.744666666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Santo Spirito - Via Dalmazia n.d. c/o Centrale Telecom,44
41.164694444,16.744666666,,Point,Linkem S.p.A.,Bari,Bari ---- Località Santo Spirito - Via Dalmazia n.d. c/o Centrale Telecom,45
41.164694444,16.744666666,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Santo Spirito - Via Dalmazia n.d. c/o Centrale Telecom,46
41.114638888,16.892333333,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Nannei 36,47
41.09175,16.897083333,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Torre di Mizzo snc c/o Centrale Telecom,48
41.09175,16.897083333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Torre di Mizzo snc c/o Centrale Telecom,49
41.102027777,16.91275,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Toscanini 26 (Iliad),50
41.02375,16.922694444,,Point,Telecom Italia S.p.A.,Cellamare,Cellamare ---- Contrada Fornarulo n.d.,51
41.02375,16.922694444,,Point,Linkem,Cellamare,Cellamare ---- Contrada Fornarulo n.d.,52
41.02375,16.922694444,,Point,Vodafone Italia S.p.A.,Cellamare,Cellamare ---- Contrada Fornarulo n.d.,53
41.101958333,16.924916666,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Strada Statale 16 Svincolo Tang. Japigia n.d.,54
41.101958333,16.924916666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Strada Statale 16 Svincolo Tang. Japigia n.d.,55
41.097916666,16.940083333,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Gentile n.d. c/o Centrale Telecom,56
41.097916666,16.940083333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Gentile n.d. c/o Centrale Telecom,57
41.092833333,16.976111111,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Torre a Mare - Trav. 55 di Via Bari 20,58
41.086861111,16.993305555,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Torre a Mare - c/o Centrale Telecom n.d. vic. Villa Apelusion,59
40.848663888,17.118522222,,Point,Telecom Italia S.p.A.,Putignano,Putignano ---- Via Roma n.d. c/o Centrale Telecom,60
40.848663888,17.118522222,,Point,Wind Tre s.p.a.,Putignano,Putignano ---- Via Roma n.d. c/o Centrale Telecom,61
40.897380555,17.371930555,,Point,Wind Tre s.p.a.,Monopoli,Monopoli ---- Località Capitolo C.da Losciale n.d.,62
40.804722222,16.404361111,,Point,Elemedia S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Pendino n.d.,63
40.804722222,16.404361111,,Point,Wind Tre s.p.a.,Gravina in Puglia,Gravina in Puglia ---- Contrada Pendino n.d.,64
40.804722222,16.404361111,,Point,Vodafone Italia S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Pendino n.d.,65
40.804722222,16.404361111,,Point,Radio Studio 105 S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Pendino n.d.,66
41.153055555,16.413861111,,Point,Telecom Italia S.p.A.,Corato,Corato ---- Via G. Bruno 8,67
41.153055555,16.413861111,,Point,Wind Tre s.p.a.,Corato,Corato ---- Via G. Bruno 8,68
40.815861111,16.434194444,,Point,Persidera S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,69
40.815861111,16.434194444,,Point,Persidera S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,70
40.815861111,16.434194444,,Point,Persidera S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,71
40.815861111,16.434194444,,Point,Telenorba s.p.a.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,72
40.815861111,16.434194444,,Point,Cairo Network s.r.l.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,73
40.815861111,16.434194444,,Point,Tele Dehon s.r.l.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,74
40.815861111,16.434194444,,Point,PRIMA TV spa,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,75
40.815861111,16.434194444,,Point,Elettronica Industriale spa,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,76
40.815861111,16.434194444,,Point,Elettronica Industriale spa,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,77
40.815861111,16.434194444,,Point,Elettronica Industriale spa,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,78
40.815861111,16.434194444,,Point,Elettronica Industriale spa,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,79
40.815861111,16.434194444,,Point,Elettronica Industriale spa,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,80
40.815861111,16.434194444,,Point,3LETTRONICA INDUSTRIALE SPA,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,81
40.815861111,16.434194444,,Point,Linkem S.p.A.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,82
40.815861111,16.434194444,,Point,Wind Tre s.p.a.,Gravina in Puglia,Gravina in Puglia ---- Contrada Guardialto Piccolo n.d.,83
41.128547222,16.554486111,,Point,Vodafone Italia S.p.A.,Terlizzi,Terlizzi ---- Via Roma c/o Campo sportivo comunale s.n.c. - WindTre-Vodafone,84
41.128547222,16.554486111,,Point,Wind Tre s.p.a.,Terlizzi,Terlizzi ---- Via Roma c/o Campo sportivo comunale s.n.c. - WindTre-Vodafone,85
41.206633333,16.581633333,,Point,Iliad Italia s.p.a,Molfetta,Molfetta ---- Strada Statale 16 Molfetta-Bisceglie c/o Concessionario Dinauto n.d.,86
41.206633333,16.581633333,,Point,Vodafone Italia S.p.A.,Molfetta,Molfetta ---- Strada Statale 16 Molfetta-Bisceglie c/o Concessionario Dinauto n.d.,87
41.117277777,16.58585,,Point,Wind Tre s.p.a.,Terlizzi,Terlizzi ---- Strada Statale 98 Terlizzi-Bitonto n.d.,88
41.196347222,16.606277777,,Point,Wind Tre s.p.a.,Molfetta,Molfetta ---- Viale Gramsci n.d. c/o Centrale Telecom,89
41.196347222,16.606277777,,Point,Linkem S.p.A.,Molfetta,Molfetta ---- Viale Gramsci n.d. c/o Centrale Telecom,90
41.196347222,16.606277777,,Point,Telecom Italia S.p.A.,Molfetta,Molfetta ---- Viale Gramsci n.d. c/o Centrale Telecom,91
41.196347222,16.606277777,,Point,Vodafone Italia S.p.A.,Molfetta,Molfetta ---- Viale Gramsci n.d. c/o Centrale Telecom,92
41.196347222,16.606277777,,Point,Iliad Italia s.p.a,Molfetta,Molfetta ---- Viale Gramsci n.d. c/o Centrale Telecom,93
41.199055555,16.613888888,,Point,Wind Tre s.p.a.,Molfetta,Molfetta ---- Via Giovinazzo n.d. c/o Stadio Comunale,94
41.199055555,16.613888888,,Point,Vodafone Italia S.p.A.,Molfetta,Molfetta ---- Via Giovinazzo n.d. c/o Stadio Comunale,95
41.060611111,16.692416666,,Point,Vodafone Italia S.p.A.,Palo del Colle,Palo del Colle ---- Contrada Montrone n.d.,96
41.060611111,16.692416666,,Point,Iliad Italia s.p.a,Palo del Colle,Palo del Colle ---- Contrada Montrone n.d.,97
41.060611111,16.692416666,,Point,Telecom Italia S.p.A.,Palo del Colle,Palo del Colle ---- Contrada Montrone n.d.,98
41.056361111,16.714444444,,Point,Wind Tre s.p.a.,Palo del Colle,Palo del Colle ---- Contrada Lama Caprara n.d.,99
41.167833333,16.717694444,,Point,Wind Tre s.p.a.,Giovinazzo,Giovinazzo ---- Località Torre Avvolta n.d.,100
41.167833333,16.717694444,,Point,Vodafone Italia S.p.A.,Giovinazzo,Giovinazzo ---- Località Torre Avvolta n.d.,101
41.159291666,16.748027777,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Santo Spirito - c/o Stazione FS n.d.,102
41.159291666,16.748027777,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Santo Spirito - c/o Stazione FS n.d.,103
41.159291666,16.748027777,,Point,3LETTRONICA INDUSTRIALE SPA,Bari,Bari ---- Località Santo Spirito - c/o Stazione FS n.d.,104
41.162919444,16.757811111,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Lippolis snc,105
41.150825,16.763297222,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Palese - Via Priolo 4,106
40.864111111,16.762083333,,Point,Videopuglia s.r.l.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,107
40.864111111,16.762083333,,Point,Linkem S.p.A.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,108
40.864111111,16.762083333,,Point,Elemedia S.p.A.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,109
40.864111111,16.762083333,,Point,Telenorba s.p.a.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,110
40.864111111,16.762083333,,Point,Mondoradio Tuttifrutti s.r.l.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,111
40.864111111,16.762083333,,Point,Iliad Italia s.p.a,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,112
40.864111111,16.762083333,,Point,Wind Tre s.p.a.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,113
40.864111111,16.762083333,,Point,Persidera S.p.A.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,114
40.864111111,16.762083333,,Point,Persidera S.p.A.,Cassano delle Murge,Cassano delle Murge ---- Contrada Pozzo Maccheroni Fg. 57 P.lla 200 n.d. Traliccio TN,115
41.136444444,16.772277777,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Palese - V.le E. Ferrari 1 c/o Serbatoio Aeroporto,116
41.136444444,16.772277777,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Palese - V.le E. Ferrari 1 c/o Serbatoio Aeroporto,117
41.136444444,16.772277777,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Palese - V.le E. Ferrari 1 c/o Serbatoio Aeroporto,118
41.156905555,16.766975,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Vittorio Veneto 29/A,119
41.152655555,16.769255555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via G. Nisio 1/C,120
41.097111111,16.769111111,,Point,Wind Tre s.p.a.,Modugno,Modugno ---- Contrada Macchialampone n.d.,121
41.087,16.771527777,,Point,Wind Tre s.p.a.,Modugno,Modugno ---- Via S.S.98 C/O EDILNOVA snc,122
41.125602777,16.782038888,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località San Paolo - Via F. Paolo Troccoli 10/B,123
41.125602777,16.782038888,,Point,Linkem S.p.A.,Bari,Bari ---- Località San Paolo - Via F. Paolo Troccoli 10/B,124
41.099880555,16.787388888,,Point,Telecom Italia S.p.A.,Modugno,Modugno ---- Via delle Margherite c/o traliccio teleregione,125
41.099880555,16.787388888,,Point,Radio Studio 105 S.p.A.,Modugno,Modugno ---- Via delle Margherite c/o traliccio teleregione,126
41.120119444,16.792416666,,Point,Linkem S.p.A.,Bari,Bari ---- Località San Paolo - Via Marche n.d. c/o Centrale Telecom,127
41.120119444,16.792416666,,Point,H3G S.p.A.,Bari,Bari ---- Località San Paolo - Via Marche n.d. c/o Centrale Telecom,128
41.120119444,16.792416666,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località San Paolo - Via Marche n.d. c/o Centrale Telecom,129
41.120119444,16.792416666,,Point,Iliad Italia s.p.a,Bari,Bari ---- Località San Paolo - Via Marche n.d. c/o Centrale Telecom,130
40.993027777,16.796277777,,Point,Iliad Italia s.p.a,Sannicandro di Bari,Sannicandro di Bari ---- Strada Provinciale Bitetto Sannicandro n.d.,131
40.993027777,16.796277777,,Point,Wind Tre s.p.a.,Sannicandro di Bari,Sannicandro di Bari ---- Strada Provinciale Bitetto Sannicandro n.d.,132
40.993027777,16.796277777,,Point,Vodafone Italia S.p.A.,Sannicandro di Bari,Sannicandro di Bari ---- Strada Provinciale Bitetto Sannicandro n.d.,133
41.109833333,16.788163888,,Point,Vodafone Italia S.p.A.,Modugno,Modugno ---- Viale F. De Blasio n.d.,134
41.109833333,16.788163888,,Point,Telecom Italia S.p.A.,Modugno,Modugno ---- Viale F. De Blasio n.d.,135
41.123291666,16.800722222,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località San Paolo - V.le Europa n.d.,136
41.123291666,16.800722222,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località San Paolo - V.le Europa n.d.,137
41.107805555,16.803583333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Nickmann 10,138
41.107805555,16.803583333,,Point,3LETTRONICA INDUSTRIALE SPA,Bari,Bari ---- Via Nickmann 10,139
41.046375,16.817611111,,Point,Wind Tre s.p.a.,Bitritto,Bitritto ---- Strada Comunale Bitritto-Modugno n.d.,140
41.046375,16.817611111,,Point,Iliad Italia s.p.a,Bitritto,Bitritto ---- Strada Comunale Bitritto-Modugno n.d.,141
41.138425,16.814916666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Sesta Traversa Lungomare 9 maggio 15,142
41.110694444,16.820333333,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Zippitelli 18,143
41.133041666,16.823925,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Napoli 363,144
41.135375,16.826161111,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Van Westerhouth 20 - 1,145
41.135375,16.826161111,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Van Westerhouth 20 - 1,146
41.108658333,16.828441666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via del Deserto n.d.,147
41.108658333,16.828441666,,Point,Linkem S.p.A.,Bari,Bari ---- Via del Deserto n.d.,148
41.068133333,16.829916666,,Point,Telecom Italia S.p.A.,Bari,"Bari ---- Località Casello A14 ""Bari Sud"" n.d.",149
41.122444444,16.838555555,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Ascianghi n.d.,150
41.122444444,16.838555555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Ascianghi n.d.,151
41.1357,16.839655555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Viale Mediterraneo n.d. c/o Fiera del Levante,152
41.1357,16.839655555,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Viale Mediterraneo n.d. c/o Fiera del Levante,153
41.096344444,16.844947222,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Bitritto 108,154
41.118766666,16.851916666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Babudri 34,155
41.099236111,16.855002777,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Cardinale Ciasca 27,156
41.099236111,16.855002777,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Cardinale Ciasca 27,157
41.052,16.855416666,,Point,WIND S.p.A.,Bari,Bari ---- Strada Provinciale Ceglie-Loseto n.d. c/o Centrale Enel,158
41.097177777,16.854911111,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via C. Rosalba 47/Z,159
41.097177777,16.854911111,,Point,Linkem S.p.A.,Bari,Bari ---- Via C. Rosalba 47/Z,160
41.097177777,16.854911111,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via C. Rosalba 47/Z,161
41.114816666,16.856697222,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Trav. I� Via Brigata Bari snc,162
41.109555555,16.856722222,,Point,Linkem S.p.A.,Bari,Bari ---- Via Solarino (c/o Autosilo Policlinico) n.d.,163
41.109555555,16.856722222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Solarino (c/o Autosilo Policlinico) n.d.,164
41.109555555,16.856722222,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Solarino (c/o Autosilo Policlinico) n.d.,165
41.077805555,16.856694444,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - Via A. De Curtis 9,166
41.077805555,16.856694444,,Point,Iliad Italia s.p.a,Bari,Bari ---- Località Carbonara - Via A. De Curtis 9,167
41.121888888,16.858136111,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Principe Amedeo 398,168
41.121888888,16.858136111,,Point,Linkem S.p.A.,Bari,Bari ---- Via Principe Amedeo 398,169
41.121986111,16.859158333,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Principe Amedeo 368,170
41.121986111,16.859158333,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Principe Amedeo 368,171
41.116205555,16.862116666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Albanese 14,172
41.094583333,16.862444444,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Don Guanella 15/B,173
41.094833333,16.862472222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Don Guanella 15/G,174
41.095055555,16.862388888,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Don Guanella 15,175
41.125025,16.862527777,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Piazza Garibaldi 49,176
41.123555555,16.864083333,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Q. Sella 63,177
41.123555555,16.864083333,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Q. Sella 63,178
41.123555555,16.864083333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Q. Sella 63,179
41.08375,16.865472222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - Via Vaccarella n.d.,180
41.08375,16.865472222,,Point,Linkem,Bari,Bari ---- Località Carbonara - Via Vaccarella n.d.,181
41.08375,16.865472222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - Via Vaccarella n.d.,182
41.073138888,16.868805555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Carbonara - Via Ugonotti 3,183
41.073138888,16.868805555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Carbonara - Via Ugonotti 3,184
41.102769444,16.8691,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Morea 19,185
41.102769444,16.8691,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Morea 19,186
41.073666666,16.871444444,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - P.zza Umberto I 87,187
41.086166666,16.870222222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Corso A. De Gasperi 330/A,188
41.124588888,16.869588888,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Abate Gimma 62,189
41.074694444,16.870408333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Carbonara - Via De Marinis 135/C,190
41.074694444,16.870408333,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Carbonara - Via De Marinis 135/C,191
41.074333333,16.871972222,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Carbonara - Via Venezia 4,192
41.074333333,16.871972222,,Point,Linkem S.p.A.,Bari,Bari ---- Località Carbonara - Via Venezia 4,193
41.066486111,16.872611111,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Ceglie del Campo - Via A. Quaranta 19,194
41.066486111,16.872611111,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Ceglie del Campo - Via A. Quaranta 19,195
41.063555555,16.872805555,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Ceglie del Campo - Via A. Negri 7,196
41.063555555,16.872805555,,Point,Linkem,Bari,Bari ---- Località Ceglie del Campo - Via A. Negri 7,197
41.063555555,16.872805555,,Point,Iliad Italia s.p.a,Bari,Bari ---- Località Ceglie del Campo - Via A. Negri 7,198
41.109083333,16.875055555,,Point,Linkem,Bari,Bari ---- Via Toma LNK 56,199
41.115288888,16.880963888,,Point,Linkem S.p.A.,Bari,Bari ---- Via Amendola 106 c/o Autosilo,200
41.115288888,16.880963888,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Amendola 106 c/o Autosilo,201
41.115288888,16.880963888,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Amendola 106 c/o Autosilo,202
41.105827777,16.882463888,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Omodeo 51,203
41.105827777,16.882463888,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Omodeo 51,204
41.105827777,16.882463888,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Omodeo 51,205
41.105827777,16.882463888,,Point,Iliad Italia s.p.a,Bari,Bari ---- Via Omodeo 51,206
41.099852777,16.882816666,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Demetrio Marin 3,207
41.099852777,16.882816666,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Demetrio Marin 3,208
41.099852777,16.882816666,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Demetrio Marin 3,209
41.111833333,16.888027777,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Caldarola n.d. c/o Centrale Enel,210
41.109172222,16.891763888,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Caldarola 27,211
41.109172222,16.891763888,,Point,Linkem,Bari,Bari ---- Via Caldarola 27,212
41.115694444,16.891833333,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Viale Japigia 66,213
41.112086111,16.893980555,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Via Daunia 41,214
41.111552777,16.894588888,,Point,Wind Tre s.p.a.,Bari,Bari ---- Via Siponto 6,215
41.111552777,16.894588888,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Siponto 6,216
