latitude,longitude,altitude,geometry,gestore,comune_ok,indirizzo,id
40.103966666,18.437958333,,Point,TISCALI ITALIA SPA,Uggiano la Chiesa,Uggiano la Chiesa ---- Strada Comunale Minervino-Casamassella snc,745
40.597722222,17.226583333,,Point,Wind Tre s.p.a.,Crispiano,Crispiano ---- Via della Rimembranza (Wind) snc,746
40.597805555,17.226666666,,Point,Telecom Italia S.p.A.,Crispiano,Crispiano ---- Piazzale Cimitero (Vodafone) snc,747
40.597805555,17.226666666,,Point,Vodafone Italia S.p.A.,Crispiano,Crispiano ---- Piazzale Cimitero (Vodafone) snc,748
40.461666666,17.294166666,,Point,Telecom Italia S.p.A.,Taranto,Taranto ---- Via Giuseppe Speziale 31,749
40.461666666,17.294166666,,Point,Wind Tre s.p.a.,Taranto,Taranto ---- Via Giuseppe Speziale 31,750
40.595916666,17.125638888,,Point,Wind Tre s.p.a.,Massafra,Massafra ---- Via Forcellara San Sergio snc,751
40.595916666,17.125638888,,Point,Vodafone Italia S.p.A.,Massafra,Massafra ---- Via Forcellara San Sergio snc,752
40.595916666,17.125638888,,Point,Telecom Italia S.p.A.,Massafra,Massafra ---- Via Forcellara San Sergio snc,753
40.584872222,17.099694444,,Point,Telecom Italia S.p.A.,Massafra,Massafra ---- Via Chiatona Località Scaramella snc,754
40.584872222,17.099694444,,Point,Vodafone Italia S.p.A.,Massafra,Massafra ---- Via Chiatona Località Scaramella snc,755
40.718055555,17.081333333,,Point,Vodafone Italia S.p.A.,Mottola,Mottola ---- Località Iazzo di Gioia S.S. 377 Mottola - Noci snc,756
40.718055555,17.081333333,,Point,Telecom Italia S.p.A.,Mottola,Mottola ---- Località Iazzo di Gioia S.S. 377 Mottola - Noci snc,757
41.876738888,16.167677777,,Point,TISCALI ITALIA SPA,Vieste,Vieste ---- Via Santa Margherita 40,758
41.876738888,16.167677777,,Point,Wind Tre s.p.a.,Vieste,Vieste ---- Via Santa Margherita 40,759
41.876738888,16.167677777,,Point,Iliad Italia s.p.a,Vieste,Vieste ---- Via Santa Margherita 40,760
41.707861111,15.661138888,,Point,Elettronica Industriale spa,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,761
41.707861111,15.661138888,,Point,Cairo Network s.r.l.,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,762
41.707861111,15.661138888,,Point,PRIMA TV spa,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,763
41.707861111,15.661138888,,Point,Tele Dehon s.r.l.,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,764
41.707861111,15.661138888,,Point,Rai Way s.p.a.,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,765
41.707861111,15.661138888,,Point,Elettronica Industriale spa,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,766
41.707861111,15.661138888,,Point,Elettronica Industriale spa,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,767
41.707861111,15.661138888,,Point,Elettronica Industriale spa,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,768
41.707861111,15.661138888,,Point,Rai Way s.p.a.,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,769
41.707861111,15.661138888,,Point,Rai Way s.p.a.,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,770
41.707861111,15.661138888,,Point,Rai Way s.p.a.,San Marco in Lamis,San Marco in Lamis ---- Strada Comunale San Marco - Cagnano snc,771
41.9207,15.615525,,Point,Telecom Italia S.p.A.,San Nicandro Garganico,San Nicandro Garganico ---- Contrada Torre Mileto snc,772
41.9207,15.615525,,Point,Wind Tre s.p.a.,San Nicandro Garganico,San Nicandro Garganico ---- Contrada Torre Mileto snc,773
41.501933333,15.569891666,,Point,Telecom Italia S.p.A.,Foggia,Foggia ---- Località Posta Stifano snc,774
41.501933333,15.569891666,,Point,Wind Tre s.p.a.,Foggia,Foggia ---- Località Posta Stifano snc,775
41.501933333,15.569891666,,Point,Iliad Italia s.p.a,Foggia,Foggia ---- Località Posta Stifano snc,776
41.230544444,16.488925,,Point,Vodafone Italia S.p.A.,Bisceglie,Bisceglie ---- Via Vecchia Corato ang. Via Mercurio snc,777
41.215975,16.067913888,,Point,Wind Tre s.p.a.,Canosa di Puglia,Canosa di Puglia ---- Località Traliccio Rai snc,778
41.192805555,16.163869444,,Point,Wind Tre s.p.a.,Andria,Andria ---- Strada Statale 98 Le Palombe km 23.100 snc,779
41.192805555,16.163869444,,Point,Telecom Italia S.p.A.,Andria,Andria ---- Strada Statale 98 Le Palombe km 23.100 snc,780
41.192805555,16.163869444,,Point,Iliad Italia s.p.a,Andria,Andria ---- Strada Statale 98 Le Palombe km 23.100 snc,781
41.22885,16.280869444,,Point,Telecom Italia S.p.A.,Andria,Andria ---- Via Santa Maria dei Miracoli snc,782
41.231344444,16.273047222,,Point,Telecom Italia S.p.A.,Andria,Andria ---- Via Santa Maria dei Miracoli 240 B,783
40.346936111,17.382572222,,Point,Telecom Italia S.p.A.,Pulsano,Pulsano ---- Viale delle Rose c/o Hotel Eden Park (TIM) 3,784
40.346936111,17.382572222,,Point,Vodafone Italia S.p.A.,Pulsano,Pulsano ---- Viale delle Rose c/o Hotel Eden Park (TIM) 3,785
40.352572222,17.4957,,Point,Vodafone Italia S.p.A.,Torricella,Torricella ---- Via Manzoni (c/o Centrale Telecom) snc,786
40.352572222,17.4957,,Point,Telecom Italia S.p.A.,Torricella,Torricella ---- Via Manzoni (c/o Centrale Telecom) snc,787
40.352572222,17.4957,,Point,Fastweb Air s.r.l.,Torricella,Torricella ---- Via Manzoni (c/o Centrale Telecom) snc,788
40.355472222,17.490194444,,Point,Wind Tre s.p.a.,Torricella,Torricella ---- Lungo Cimitero Comunale snc,789
40.355472222,17.490194444,,Point,Iliad Italia s.p.a,Torricella,Torricella ---- Lungo Cimitero Comunale snc,790
40.273555555,18.425638888,,Point,Wind Tre s.p.a.,Melendugno,Melendugno ---- Viale Dei Pini snc,791
40.273555555,18.425638888,,Point,Wind Tre s.p.a.,Melendugno,Melendugno ---- Viale Dei Pini snc,792
40.291513888,17.988886111,,Point,Vodafone Italia S.p.A.,Leverano,Leverano ---- Contrada Quartararo snc,793
41.212755555,16.079138888,,Point,Vodafone Italia S.p.A.,Canosa di Puglia,Canosa di Puglia ---- Via Corsica snc,794
41.212755555,16.079138888,,Point,Wind Tre s.p.a.,Canosa di Puglia,Canosa di Puglia ---- Via Corsica snc,795
41.212755555,16.079138888,,Point,Telecom Italia S.p.A.,Canosa di Puglia,Canosa di Puglia ---- Via Corsica snc,796
41.04975,16.876138888,,Point,Linkem,Valenzano,Valenzano ---- Via Vecchia per Ceglie n.d.,797
41.04975,16.876138888,,Point,Wind Tre s.p.a.,Valenzano,Valenzano ---- Via Vecchia per Ceglie n.d.,798
41.04975,16.876138888,,Point,Vodafone Italia S.p.A.,Valenzano,Valenzano ---- Via Vecchia per Ceglie n.d.,799
41.04975,16.876138888,,Point,Iliad Italia s.p.a,Valenzano,Valenzano ---- Via Vecchia per Ceglie n.d.,800
41.076391666,16.983847222,,Point,Telecom Italia S.p.A.,Noicattaro,Noicattaro ---- Contrada Scizzo c/o Zona Residenziale Borgo Regina snc,801
41.076391666,16.983847222,,Point,Vodafone Italia S.p.A.,Noicattaro,Noicattaro ---- Contrada Scizzo c/o Zona Residenziale Borgo Regina snc,802
41.076391666,16.983847222,,Point,Wind Tre s.p.a.,Noicattaro,Noicattaro ---- Contrada Scizzo c/o Zona Residenziale Borgo Regina snc,803
40.99065,16.864505555,,Point,Wind Tre s.p.a.,Adelfia,Adelfia ---- Strada Comunale Vicinale Annetta n.d.,804
40.99065,16.864505555,,Point,Iliad Italia s.p.a,Adelfia,Adelfia ---- Strada Comunale Vicinale Annetta n.d.,805
41.262538888,16.305544444,,Point,Wind Tre s.p.a.,Barletta,Barletta ---- Contrada Muridano snc,806
40.447805555,16.910380555,,Point,Telecom Italia S.p.A.,Castellaneta,Castellaneta ---- Località Riva dei Tessali (Golf Club) snc,807
40.447805555,16.910380555,,Point,Vodafone Italia S.p.A.,Castellaneta,Castellaneta ---- Località Riva dei Tessali (Golf Club) snc,808
41.241638888,16.097527777,,Point,Wind Tre s.p.a.,Canosa di Puglia,Canosa di Puglia ---- Contrada Quarto snc,809
40.530833333,18.065555555,,Point,Telecom Italia S.p.A.,Torchiarolo,Torchiarolo ---- Strada Provinciale 87 s.n.,810
40.530833333,18.065555555,,Point,Wind Tre s.p.a.,Torchiarolo,Torchiarolo ---- Strada Provinciale 87 s.n.,811
40.530833333,18.065555555,,Point,Vodafone Italia S.p.A.,Torchiarolo,Torchiarolo ---- Strada Provinciale 87 s.n.,812
40.616944444,17.901388888,,Point,Vodafone Italia S.p.A.,Brindisi,Brindisi ---- Strada Statale 7 s.n.,813
41.291472222,16.074888888,,Point,Wind Tre s.p.a.,San Ferdinando di Puglia,Trinitapoli ---- Località Pezza la Pera snc,814
41.349372222,16.097147222,,Point,Linkem,Trinitapoli,Trinitapoli ---- Via Pirazzitiello snc,815
41.349372222,16.097147222,,Point,Wind Tre s.p.a.,Trinitapoli,Trinitapoli ---- Via Pirazzitiello snc,816
41.349372222,16.097147222,,Point,TISCALI ITALIA SPA,Trinitapoli,Trinitapoli ---- Via Pirazzitiello snc,817
40.953355555,16.106772222,,Point,Vodafone Italia S.p.A.,Spinazzola,Spinazzola ---- Via San Pietro snc,818
40.953355555,16.106772222,,Point,Telecom Italia S.p.A.,Spinazzola,Spinazzola ---- Via San Pietro snc,819
40.956611111,16.080722222,,Point,Wind Tre s.p.a.,Spinazzola,Spinazzola ---- Contrada Turcitano snc,820
41.111027777,16.916361111,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Zuccaro n.d. c/o Parcheggio Regione Puglia,821
40.439941666,17.915819444,,Point,Fastweb Air s.r.l.,San Donaci,San Donaci ---- Via Candido s.n.,822
40.439941666,17.915819444,,Point,Iliad Italia s.p.a,San Donaci,San Donaci ---- Via Candido s.n.,823
40.516833333,18.021916666,,Point,Wind Tre s.p.a.,Torchiarolo,Torchiarolo ---- Contrada Euli s.n.,824
40.516833333,18.021916666,,Point,Iliad Italia s.p.a,Torchiarolo,Torchiarolo ---- Contrada Euli s.n.,825
40.482138888,17.929805555,,Point,Wind Tre s.p.a.,Cellino San Marco,Cellino San Marco ---- Contrada Curtipetrizzi s.n.,826
41.1075,16.914277777,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Via Zuccaro n.d.,827
40.144663888,18.486908333,,Point,Telecom Italia S.p.A.,Otranto,Otranto ---- Via Catona snc c/o centrale Telecom,828
40.144663888,18.486908333,,Point,Vodafone Italia S.p.A.,Otranto,Otranto ---- Via Catona snc c/o centrale Telecom,829
41.224366666,16.286013888,,Point,Telecom Italia S.p.A.,Andria,Andria ---- Via Cornelia 8,830
41.224366666,16.286013888,,Point,Vodafone Italia S.p.A.,Andria,Andria ---- Via Cornelia 8,831
41.221366666,16.302325,,Point,Wind Tre s.p.a.,Andria,Andria ---- Via Poli 183,832
41.244241666,16.293380555,,Point,Telecom Italia S.p.A.,Andria,Andria ---- Via Barletta c/o Cesar snc,833
40.730513888,17.549416666,,Point,A.C.R.C. - Associazione Culturale Radiofonica Comunitaria,Ostuni,Ostuni ---- Contrada Campanile s.n.,834
40.842638888,17.355361111,,Point,Wind Tre s.p.a.,Fasano,Fasano ---- Via Roma s.n.,835
40.709416666,17.668666666,,Point,Wind Tre s.p.a.,Carovigno,Carovigno ---- Contrada coltura di sotto s.n.,836
40.709416666,17.668666666,,Point,Iliad Italia s.p.a,Carovigno,Carovigno ---- Contrada coltura di sotto s.n.,837
40.542869444,17.434488888,,Point,Vodafone Italia S.p.A.,Grottaglie,Grottaglie ---- Via Togliatti (c/o Centrale Telecom) 4,838
40.542869444,17.434488888,,Point,Telecom Italia S.p.A.,Grottaglie,Grottaglie ---- Via Togliatti (c/o Centrale Telecom) 4,839
40.404055555,17.556194444,,Point,Wind Tre s.p.a.,Sava,Sava ---- Via Giulio Cesare 39,840
40.404055555,17.556194444,,Point,Iliad Italia s.p.a,Sava,Sava ---- Via Giulio Cesare 39,841
41.316111111,16.278694444,,Point,Wind Tre s.p.a.,Barletta,Barletta ---- Viale Giannone 4,842
40.326883333,17.457097222,,Point,Telecom Italia S.p.A.,Lizzano,Lizzano ---- Contrada Le Conche snc,843
40.326883333,17.457097222,,Point,Vodafone Italia S.p.A.,Lizzano,Lizzano ---- Contrada Le Conche snc,844
40.606944444,17.218388888,,Point,Telecom Italia S.p.A.,Crispiano,Crispiano ---- Via Giuseppe Lazzati snc (WindTre),845
40.606944444,17.218388888,,Point,Wind Tre s.p.a.,Crispiano,Crispiano ---- Via Giuseppe Lazzati snc (WindTre),846
40.5835,17.03475,,Point,Vodafone Italia S.p.A.,Palagiano,Palagiano ---- Contrada Lamaderchia snc,847
40.5835,17.03475,,Point,Telecom Italia S.p.A.,Palagiano,Palagiano ---- Contrada Lamaderchia snc,848
40.569416666,17.043166666,,Point,Wind Tre s.p.a.,Palagiano,Palagiano ---- Via Carella presso Depuratore Comunale snc,849
41.056180555,17.078388888,,Point,Wind Tre s.p.a.,Mola di Bari,Mola di Bari ---- Via della Pace n.d. c/o Stadio Comunale,850
41.056180555,17.078388888,,Point,Iliad Italia s.p.a,Mola di Bari,Mola di Bari ---- Via della Pace n.d. c/o Stadio Comunale,851
40.523772222,17.048766666,,Point,Vodafone Italia S.p.A.,Palagiano,Palagiano ---- Via per Chiatona c/o Depuratore Comunale snc,852
40.523772222,17.048766666,,Point,Telecom Italia S.p.A.,Palagiano,Palagiano ---- Via per Chiatona c/o Depuratore Comunale snc,853
40.397655555,17.616188888,,Point,Telecom Italia S.p.A.,Manduria,Manduria ---- Contrada Palazzo snc,854
40.397655555,17.616188888,,Point,Vodafone Italia S.p.A.,Manduria,Manduria ---- Contrada Palazzo snc,855
40.397655555,17.616188888,,Point,Fastweb Air s.r.l.,Manduria,Manduria ---- Contrada Palazzo snc,856
41.674277777,15.586694444,,Point,Telecom Italia S.p.A.,Rignano Garganico,Rignano Garganico ---- Piazza Gargano snc,857
41.674277777,15.586694444,,Point,Vodafone Italia S.p.A.,Rignano Garganico,Rignano Garganico ---- Piazza Gargano snc,858
41.791611111,15.449805555,,Point,Wind Tre s.p.a.,Apricena,Apricena ---- Via San Nazario - Zona PIP snc,859
41.791611111,15.449805555,,Point,Vodafone Italia S.p.A.,Apricena,Apricena ---- Via San Nazario - Zona PIP snc,860
41.706111111,15.728888888,,Point,Linkem,San Giovanni Rotondo,San Giovanni Rotondo ---- Via Foggia 6,861
41.628916666,15.903277777,,Point,Wind Tre s.p.a.,Manfredonia,Manfredonia ---- Via Degli Iris snc,862
41.628916666,15.903277777,,Point,Iliad Italia s.p.a,Manfredonia,Manfredonia ---- Via Degli Iris snc,863
40.677638888,17.260555555,,Point,Linkem,Martina Franca,Martina Franca ---- Contrada Trasconi snc,864
40.677638888,17.260555555,,Point,Tele Dehon s.r.l.,Martina Franca,Martina Franca ---- Contrada Trasconi snc,865
40.677638888,17.260555555,,Point,Persidera S.p.A.,Martina Franca,Martina Franca ---- Contrada Trasconi snc,866
40.960275,17.271616666,,Point,Vodafone Italia S.p.A.,Monopoli,Monopoli ---- Contrada Baione n.d. Zona Industriale,867
40.960275,17.271616666,,Point,Telecom Italia S.p.A.,Monopoli,Monopoli ---- Contrada Baione n.d. Zona Industriale,868
41.155736111,16.749077777,,Point,Telecom Italia S.p.A.,Bari,Bari ---- Località Santo Spirito - C.da Salmezio n.d. Fg. 6 P.lla 73,869
41.155736111,16.749077777,,Point,Vodafone Italia S.p.A.,Bari,Bari ---- Località Santo Spirito - C.da Salmezio n.d. Fg. 6 P.lla 73,870
41.155452777,16.751075,,Point,Wind Tre s.p.a.,Bari,Bari ---- Località Santo Spirito - C.da Salmezio n.d. Fg. 6 P.lla 14,871
41.155452777,16.751075,,Point,Iliad Italia s.p.a,Bari,Bari ---- Località Santo Spirito - C.da Salmezio n.d. Fg. 6 P.lla 14,872
41.215027777,16.059944444,,Point,Wind Tre s.p.a.,Canosa di Puglia,Canosa di Puglia ---- Viale 1 Maggio snc,873
40.490611111,17.230833333,,Point,Telecom Italia S.p.A.,Taranto,Taranto ---- Via Giovanni Verga snc,874
40.490611111,17.230833333,,Point,Linkem,Taranto,Taranto ---- Via Giovanni Verga snc,875
40.490611111,17.230833333,,Point,Vodafone Italia S.p.A.,Taranto,Taranto ---- Via Giovanni Verga snc,876
40.896525,16.853580555,,Point,Wind Tre s.p.a.,Acquaviva delle Fonti,Acquaviva delle Fonti ---- Via Sammichele n.d. c/o Parcheggio Cimitero,877
40.896525,16.853580555,,Point,Vodafone Italia S.p.A.,Acquaviva delle Fonti,Acquaviva delle Fonti ---- Via Sammichele n.d. c/o Parcheggio Cimitero,878
40.889777777,17.114305555,,Point,Wind Tre s.p.a.,Conversano,Conversano ---- Strada Provinciale 101 Conversano - Putignano n.d.,879
40.9687,17.128438888,,Point,Wind Tre s.p.a.,Conversano,Conversano ---- Contrada Morello n.d.,880
40.9687,17.128438888,,Point,Iliad Italia s.p.a,Conversano,Conversano ---- Contrada Morello n.d.,881
40.977938888,17.120980555,,Point,Vodafone Italia S.p.A.,Conversano,Conversano ---- Via del Monte 11,882
40.977938888,17.120980555,,Point,Wind Tre s.p.a.,Conversano,Conversano ---- Via del Monte 11,883
40.977938888,17.120980555,,Point,Iliad Italia s.p.a,Conversano,Conversano ---- Via del Monte 11,884
41.193652777,16.592788888,,Point,Wind Tre s.p.a.,Molfetta,Molfetta ---- Via Terlizzi 1,885
41.468166666,15.58025,,Point,Telecom Italia S.p.A.,Foggia,Foggia ---- Via Tratturo Castiglione - 1 snc,886
41.468166666,15.58025,,Point,Telecom Italia S.p.A.,Foggia,Foggia ---- Via Tratturo Castiglione - 1 snc,887
41.468166666,15.58025,,Point,Vodafone Italia S.p.A.,Foggia,Foggia ---- Via Tratturo Castiglione - 1 snc,888
41.367436111,15.320516666,,Point,Telecom Italia S.p.A.,Troia,Troia ---- Via Aldo Moro snc,889
41.367436111,15.320516666,,Point,TISCALI ITALIA SPA,Troia,Troia ---- Via Aldo Moro snc,890
41.367436111,15.320516666,,Point,Vodafone Italia S.p.A.,Troia,Troia ---- Via Aldo Moro snc,891
41.462613888,15.542969444,,Point,Wind Tre s.p.a.,Foggia,Foggia ---- Corso Garibaldi 58,892
41.462613888,15.542969444,,Point,Telecom Italia S.p.A.,Foggia,Foggia ---- Corso Garibaldi 58,893
41.462613888,15.542969444,,Point,Iliad Italia s.p.a,Foggia,Foggia ---- Corso Garibaldi 58,894
41.462608333,15.568091666,,Point,Telecom Italia S.p.A.,Foggia,Foggia ---- Via Trinitapoli 2,895
41.462608333,15.568091666,,Point,Vodafone Italia S.p.A.,Foggia,Foggia ---- Via Trinitapoli 2,896
40.401388888,17.276638888,,Point,Vodafone Italia S.p.A.,Taranto,"Taranto ---- Via Europa 186 ""Rio Candore""",897
40.446472222,17.269027777,,Point,Vodafone Italia S.p.A.,Taranto,Taranto ---- Via Mar Grande 7,898
40.446472222,17.269027777,,Point,Telecom Italia S.p.A.,Taranto,Taranto ---- Via Mar Grande 7,899
41.74775,16.144555555,,Point,Telecom Italia S.p.A.,Mattinata,Mattinata ---- Strada Provinciale 53 snc,900
41.74775,16.144555555,,Point,Wind Tre s.p.a.,Mattinata,Mattinata ---- Strada Provinciale 53 snc,901
41.74775,16.144555555,,Point,Vodafone Italia S.p.A.,Mattinata,Mattinata ---- Strada Provinciale 53 snc,902
39.8472,18.300305555,,Point,Wind Tre s.p.a.,Morciano di Leuca,Morciano di Leuca ---- Via Olimpica sn,903
39.8472,18.300305555,,Point,Iliad Italia s.p.a,Morciano di Leuca,Morciano di Leuca ---- Via Olimpica sn,904
41.267861111,16.426916666,,Point,Wind Tre s.p.a.,Trani,Trani ---- Via Giovanni Falcone snc,905
41.267861111,16.426916666,,Point,Vodafone Italia S.p.A.,Trani,Trani ---- Via Giovanni Falcone snc,906
40.480713888,18.147694444,,Point,Vodafone Italia S.p.A.,Lecce,Lecce ---- Strada Provinciale Casalabate - S.Cataldo snc,907
40.480713888,18.147694444,,Point,Telecom Italia S.p.A.,Lecce,Lecce ---- Strada Provinciale Casalabate - S.Cataldo snc,908
40.388255555,18.109130555,,Point,Vodafone Italia S.p.A.,Lecce,Lecce ---- Viale Austria Zona Industriale snc,909
40.6095,17.759194444,,Point,Iliad Italia s.p.a,Brindisi,Brindisi ---- Contrada Belloluogo s.n.,910
40.6095,17.759194444,,Point,Wind Tre s.p.a.,Brindisi,Brindisi ---- Contrada Belloluogo s.n.,911
40.490166666,17.996361111,,Point,Wind Tre s.p.a.,San Pietro Vernotico,San Pietro Vernotico ---- Via brindisi 127,912
40.490166666,17.996361111,,Point,Iliad Italia s.p.a,San Pietro Vernotico,San Pietro Vernotico ---- Via brindisi 127,913
40.7035,17.306444444,,Point,Wind Tre s.p.a.,Martina Franca,Martina Franca ---- Via Mottola (Wind) Km.2.2,914
41.266111111,16.433083333,,Point,Linkem,Trani,Trani ---- Via Enrico De Nicola 47,915
41.266111111,16.433083333,,Point,Vodafone Italia S.p.A.,Trani,Trani ---- Via Enrico De Nicola 47,916
40.482138888,17.223138888,,Point,Vodafone Italia S.p.A.,Taranto,Taranto ---- Via Niceforo Foca sn(Wind),917
40.482138888,17.223138888,,Point,Wind Tre s.p.a.,Taranto,Taranto ---- Via Niceforo Foca sn(Wind),918
40.482138888,17.223138888,,Point,Linkem,Taranto,Taranto ---- Via Niceforo Foca sn(Wind),919
40.482055555,17.223166666,,Point,Telecom Italia S.p.A.,Taranto,Taranto ---- Via Niceforo Foca (Tim) snc,920
40.753055555,17.692916666,,Point,Telecom Italia S.p.A.,Carovigno,Carovigno ---- Via Platone s.n.,921
40.753055555,17.692916666,,Point,Vodafone Italia S.p.A.,Carovigno,Carovigno ---- Via Platone s.n.,922
40.303694444,17.555361111,,Point,Wind Tre s.p.a.,Maruggio,Maruggio ---- Contrada Vento (Loc. Campomarino) s.n.,923
40.303694444,17.555361111,,Point,Vodafone Italia S.p.A.,Maruggio,Maruggio ---- Contrada Vento (Loc. Campomarino) s.n.,924
40.303694444,17.555361111,,Point,Iliad Italia s.p.a,Maruggio,Maruggio ---- Contrada Vento (Loc. Campomarino) s.n.,925
40.398833333,17.633538888,,Point,Wind Tre s.p.a.,Manduria,Manduria ---- Via Matteo Bianchi 25,926
40.784511111,17.237841666,,Point,Wind Tre s.p.a.,Alberobello,Alberobello ---- Piazza Ferdinando 33,927
40.784511111,17.237841666,,Point,Linkem,Alberobello,Alberobello ---- Piazza Ferdinando 33,928
40.327388888,17.467611111,,Point,Vodafone Italia S.p.A.,Lizzano,Lizzano ---- Via delle Ortensie (C.da Le Conche) 2,929
40.327388888,17.467611111,,Point,Telecom Italia S.p.A.,Lizzano,Lizzano ---- Via delle Ortensie (C.da Le Conche) 2,930
40.649083333,17.944083333,,Point,Wind Tre s.p.a.,Brindisi,Brindisi ---- Via Medaglie d'oro 5,931
40.706666666,17.662777777,,Point,Wind Tre s.p.a.,Carovigno,Carovigno ---- Via Amendola 1,932
40.635305555,17.924305555,,Point,Wind Tre s.p.a.,Brindisi,Brindisi ---- Contrada Minnuta s.n.,933
40.635305555,17.924305555,,Point,Iliad Italia s.p.a,Brindisi,Brindisi ---- Contrada Minnuta s.n.,934
40.703333333,17.647222222,,Point,Wind Tre s.p.a.,Carovigno,Carovigno ---- Via palmiso s.n.,935
40.703333333,17.647222222,,Point,Vodafone Italia S.p.A.,Carovigno,Carovigno ---- Via palmiso s.n.,936
40.4752,16.941377777,,Point,Telecom Italia S.p.A.,Castellaneta,Castellaneta ---- Via Baia dei Flutti (c/o Centrale Telecom) snc,937
40.4752,16.941377777,,Point,Vodafone Italia S.p.A.,Castellaneta,Castellaneta ---- Via Baia dei Flutti (c/o Centrale Telecom) snc,938
40.643611111,17.513888888,,Point,Wind Tre s.p.a.,Ceglie Messapica,Ceglie Messapica ---- Via Mameli 2,939
40.535111111,17.491111111,,Point,Telecom Italia S.p.A.,Villa Castelli,Villa Castelli ---- Contrada Fortuna s.n.,940
40.527222222,17.582777777,,Point,Linkem S.p.A.,Francavilla Fontana,Francavilla Fontana ---- Via Pisacane 7,941
40.527222222,17.582777777,,Point,Telecom Italia S.p.A.,Francavilla Fontana,Francavilla Fontana ---- Via Pisacane 7,942
41.925777777,16.104722222,,Point,Telecom Italia S.p.A.,Vieste,Vieste ---- Località Isola La Chianca - 1 snc,943
41.549091666,15.502686111,,Point,Telecom Italia S.p.A.,Foggia,Foggia ---- Località Borgo La Rocca Duanera 40,944
41.549091666,15.502686111,,Point,Vodafone Italia S.p.A.,Foggia,Foggia ---- Località Borgo La Rocca Duanera 40,945
40.3149,17.651580555,,Point,Telecom Italia S.p.A.,Manduria,Manduria ---- Contrada Marina snc,946
40.3149,17.651580555,,Point,Telecom Italia S.p.A.,Manduria,Manduria ---- Contrada Marina snc,947
40.450222222,17.269722222,,Point,Telecom Italia S.p.A.,Taranto,Taranto ---- Via Laghi di Monticchio (Tim) 4,948
40.450222222,17.269722222,,Point,Vodafone Italia S.p.A.,Taranto,Taranto ---- Via Laghi di Monticchio (Tim) 4,949
40.450305555,17.269527777,,Point,Wind Tre s.p.a.,Taranto,Taranto ---- Via Laghi di Monticchio (Wind) 10,950
40.450305555,17.269527777,,Point,Linkem,Taranto,Taranto ---- Via Laghi di Monticchio (Wind) 10,951
40.408722222,17.240166666,,Point,Telecom Italia S.p.A.,Taranto,Taranto ---- Via Brigantini angolo Via Sciabelle 10 (SMART CELL),952
41.255691666,16.299722222,,Point,Telecom Italia S.p.A.,Andria,Andria ---- Contrada Monachelle snc,953
41.255691666,16.299722222,,Point,Wind Tre s.p.a.,Andria,Andria ---- Contrada Monachelle snc,954
41.255691666,16.299722222,,Point,Iliad Italia s.p.a,Andria,Andria ---- Contrada Monachelle snc,955
40.379002777,18.150908333,,Point,Telecom Italia S.p.A.,Lecce,Lecce ---- Via Martiri delle Foibe 1,956
40.379002777,18.150908333,,Point,Vodafone Italia S.p.A.,Lecce,Lecce ---- Via Martiri delle Foibe 1,957
40.007055555,18.159811111,,Point,Wind Tre s.p.a.,Casarano,Casarano ---- Via Duca D'Aosta c/o Centrale Telecom snc,958
40.007055555,18.159811111,,Point,Vodafone Italia S.p.A.,Casarano,Casarano ---- Via Duca D'Aosta c/o Centrale Telecom snc,959
40.007055555,18.159811111,,Point,Telecom Italia S.p.A.,Casarano,Casarano ---- Via Duca D'Aosta c/o Centrale Telecom snc,960
40.868861111,17.405055555,,Point,Wind Tre s.p.a.,Fasano,Fasano ---- Strada Provinciale 4 s.n.,961
40.647666666,17.941888888,,Point,Wind Tre s.p.a.,Brindisi,Brindisi ---- Via Farinata degli Uberti 36,962
40.647666666,17.941888888,,Point,Linkem,Brindisi,Brindisi ---- Via Farinata degli Uberti 36,963
40.465888888,17.248305555,,Point,Wind Tre s.p.a.,Taranto,Taranto ---- Via Dante Alighieri 47 (Wind),964
40.465888888,17.248305555,,Point,Vodafone Italia S.p.A.,Taranto,Taranto ---- Via Dante Alighieri 47 (Wind),965
40.465888888,17.248305555,,Point,Iliad Italia s.p.a,Taranto,Taranto ---- Via Dante Alighieri 47 (Wind),966
40.626638888,17.931916666,,Point,Wind Tre s.p.a.,Brindisi,Brindisi ---- Via Aldo Moro 70,967
41.219138888,16.288055555,,Point,Wind Tre s.p.a.,Andria,Andria ---- Via A. Lorusso 116,968
